TIPO_CLUSTER,CNAE,CNAE_ESPELHO,SCORE
ADA-002_FULL,133499,133403,0.2690967273647802
ADA-002_FULL,133499,133402,0.28190623857066877
ADA-002_FULL,133499,139304,0.28489771001410424
ADA-002_FULL,133499,139306,0.289290829253303
ADA-002_FULL,133499,133409,0.2925011118054811
ADA-002_FULL,133499,133410,0.29292794383485643
ADA-002_FULL,133499,133401,0.29917132350269793
ADA-002_FULL,134200,134200,0.0
ADA-002_FULL,134200,135100,0.23755875648054534
ADA-002_FULL,135100,135100,0.0
ADA-002_FULL,135100,134200,0.23755875648054534
ADA-002_FULL,135100,133403,0.26961421009126246
ADA-002_FULL,135100,133401,0.27395815370409254
ADA-002_FULL,135100,133405,0.2889185815680391
ADA-002_FULL,135100,113000,0.298937399068299
ADA-002_FULL,139301,139301,0.0
ADA-002_FULL,139302,139302,0.0
ADA-002_FULL,139302,139399,0.26668301496237967
ADA-002_FULL,139302,139306,0.28059378904540044
ADA-002_FULL,139302,139304,0.2831105966020583
ADA-002_FULL,139303,139303,0.0
ADA-002_FULL,139303,139304,0.1825045054789139
ADA-002_FULL,139303,139399,0.27928351456384903
ADA-002_FULL,139303,139306,0.2993353745661445
ADA-002_FULL,139304,139304,0.0
ADA-002_FULL,139304,139303,0.1825045054789139
ADA-002_FULL,139304,139399,0.24405394355356494
ADA-002_FULL,139304,139302,0.2831105966020583
ADA-002_FULL,139304,133499,0.28489771001410424
ADA-002_FULL,139304,119999,0.298291104637002
ADA-002_FULL,139304,139306,0.2991413621125998
ADA-002_FULL,139305,139305,0.0
ADA-002_FULL,139305,139306,0.282246610312332
ADA-002_FULL,139306,139306,0.0
ADA-002_FULL,139306,139399,0.26559457994534913
ADA-002_FULL,139306,139302,0.28059378904540044
ADA-002_FULL,139306,139305,0.282246610312332
ADA-002_FULL,139306,133499,0.289290829253303
ADA-002_FULL,139306,139304,0.2991413621125998
ADA-002_FULL,139306,139303,0.2993353745661445
ADA-002_FULL,139399,139399,0.0
ADA-002_FULL,139399,119999,0.20761075493739703
ADA-002_FULL,139399,133499,0.21680559309575784
ADA-002_FULL,139399,139304,0.24405394355356494
ADA-002_FULL,139399,111399,0.2617335216883879
ADA-002_FULL,139399,139306,0.26559457994534913
ADA-002_FULL,139399,139302,0.26668301496237967
ADA-002_FULL,139399,139303,0.27928351456384903
ADA-002_FULL,139399,119905,0.28288501459213644
ADA-002_FULL,141501,141501,0.0
ADA-002_FULL,141501,141502,0.18755167373244422
ADA-002_FULL,141501,142300,0.2623332556001061
ADA-002_FULL,141502,141502,0.0
ADA-002_FULL,141502,141501,0.18755167373244422
ADA-002_FULL,142300,142300,0.0
ADA-002_FULL,142300,141501,0.2623332556001061
ADA-002_FULL,151201,151201,0.0
ADA-002_FULL,151201,151203,0.17257054692408194
ADA-002_FULL,151201,151202,0.2126756459311493
ADA-002_FULL,151201,153901,0.2523941974187628
ADA-002_FULL,151201,154700,0.29423646589283226
ADA-002_FULL,151202,151202,0.0
ADA-002_FULL,151202,151203,0.1943501355110837
ADA-002_FULL,151202,151201,0.2126756459311493
ADA-002_FULL,151202,153901,0.2623015905901184
ADA-002_FULL,151203,151203,0.0
ADA-002_FULL,151203,151201,0.17257054692408194
ADA-002_FULL,151203,151202,0.1943501355110837
ADA-002_FULL,151203,153901,0.25018220459876483
ADA-002_FULL,151203,153902,0.29107534114308947
ADA-002_FULL,151203,154700,0.29590099090644234
ADA-002_FULL,152101,152101,0.0
ADA-002_FULL,152102,152102,0.0
ADA-002_FULL,152102,152103,0.2649972444976933
ADA-002_FULL,152102,159802,0.2856136614885548
ADA-002_FULL,152102,153901,0.29606070103664717
ADA-002_FULL,152102,159899,0.298590752756098
ADA-002_FULL,152103,152103,0.0
ADA-002_FULL,152103,152102,0.2649972444976933
ADA-002_FULL,152103,154700,0.2996371907473004
ADA-002_FULL,153901,153901,0.0
ADA-002_FULL,153901,153902,0.21491122504988766
ADA-002_FULL,153901,151203,0.25018220459876483
ADA-002_FULL,153901,151201,0.2523941974187628
ADA-002_FULL,153901,151202,0.2623015905901184
ADA-002_FULL,153901,154700,0.2636853262232678
ADA-002_FULL,153901,152102,0.29606070103664717
ADA-002_FULL,153902,153902,0.0
ADA-002_FULL,153902,153901,0.21491122504988766
ADA-002_FULL,153902,151203,0.29107534114308947
ADA-002_FULL,154700,154700,0.0
ADA-002_FULL,154700,153901,0.2636853262232678
